session-uid,start,duration,location,size
cafc1603-63fd-46e6-b580-d943dd35f0eb,1461524486,2,11,266582
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524562,22,3,440
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524585,4,21,600830
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524589,2,6,152256
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524620,2,2,0
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524623,2,24,622017
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524627,2,8,203263
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524639,2,2,0
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524641,2,26,655697
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524646,2,8,203355
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524654,2,8,178576
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524659,2,5,105222
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524678,2,2,0
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524680,2,8,177968
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524684,2,5,105222
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524750,4,2,0
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524756,2,8,14
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524759,2,8,8
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524761,2,20,20
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524763,2,14,37
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524765,2,15,16
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524768,2,11,20
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524771,2,3,3
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524773,38,2,36
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524812,3,16,47
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524815,5,4,30
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524821,2,14,15
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524823,2,8,4
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524826,4,9,37
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524831,3,14,39
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524835,2,6,39
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524839,2,8,5
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524841,12,16,695
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524854,2,5,4
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524857,56,3,36
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524914,2,2,1
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524917,2,30,629294
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524923,2,7,154040
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524925,54,2,108
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524933,3,4,919
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524936,4,4,506
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524940,4,9,210240
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524945,2,4,72750
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524953,2,2,0
815e5788-9622-4161-b7ae-b1faf8b54ce4,1461524955,2,8,193014
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461524980,76,2,2
e77889e3-5a51-45f5-884b-46ceef3b21f3,1461524996,4,3,440
e77889e3-5a51-45f5-884b-46ceef3b21f3,1461525002,4,23,685859
e77889e3-5a51-45f5-884b-46ceef3b21f3,1461525006,2,7,170455
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525058,2,11,17
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525060,2,5,15
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525062,3,10,5
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525066,2,8,7
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525068,5,13,35
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525075,2,4,29
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525077,2,19,19
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525079,5,10,26
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525085,44,23,45
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525129,4,4,2
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525134,2,28,629238
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525140,2,7,154040
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525142,79,2,109
e77889e3-5a51-45f5-884b-46ceef3b21f3,1461525157,2,4,919
e77889e3-5a51-45f5-884b-46ceef3b21f3,1461525160,6,4,499
9fde09b9-be85-4a8f-b9d2-3211529326a4,1461525197,4,3,60
9fde09b9-be85-4a8f-b9d2-3211529326a4,1461525204,4,10,193592
9fde09b9-be85-4a8f-b9d2-3211529326a4,1461525209,2,8,193592
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525222,4,21,56
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525227,2,28,629764
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525229,70,2,109
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525300,4,9,19
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525304,2,31,710180
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525306,3,18,470921
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525310,2,11,205602
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525312,2,9,241687
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525317,5,10,261300
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525322,2,14,378372
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525325,19,2,8145
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525344,3,5,71944
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525347,2,4,17594
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525351,5,2,332
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525360,9,2,502
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525370,36,2,178
8db86ea2-716f-48ae-b3b9-312a56217194,1461525424,21,3,155
8db86ea2-716f-48ae-b3b9-312a56217194,1461525446,15,2,32512
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525448,7,4,4413
3e3e1c78-bc77-43ae-ab78-5a619e755ee0,1461525462,7,3,725
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525527,27,3,159
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525554,2,2,36
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525563,62,2,72
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525626,2,26,561897
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525630,36,3,22779
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525666,3,7,91762
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525671,2,2,481
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525676,2,10,14561
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525678,2,8,5624
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525680,2,10,16747
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525683,2,7,4321
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525686,2,9,3636
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525688,3,7,3405
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525692,2,9,12903
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525694,2,9,6806
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525698,2,8,9799
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525699,5,3,155
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525700,2,8,14470
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525703,2,9,9755
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525705,2,6,3981
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525706,4,8,193497
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525708,2,7,10679
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525710,2,8,4333
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525714,2,6,3829
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525716,2,4,190
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525716,2,3,1572
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525723,2,2,561
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525729,2,2,144
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525736,3,2,260
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525743,5,2,96
a1e693fb-bd8d-4259-80d2-9f3f240ee382,1461525753,2,6,5291
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525755,18,2,96
a1e693fb-bd8d-4259-80d2-9f3f240ee382,1461525765,13,2,265
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525777,9,2,1188
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525786,2,7,193402
a1e693fb-bd8d-4259-80d2-9f3f240ee382,1461525786,20,2,63
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525786,3,4,2993
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525793,2,4,2097
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525795,4,12,11
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525796,2,3,2252
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525798,2,3,5169
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525799,2,10,193546
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525801,2,4,3310
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525804,2,3,3462
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525804,2,4,190
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525807,2,2,521
a1e693fb-bd8d-4259-80d2-9f3f240ee382,1461525808,6,3,5568
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525819,3,2,142
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525824,8,2,1747
a1e693fb-bd8d-4259-80d2-9f3f240ee382,1461525824,7,4,740
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525832,2,7,193356
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525832,2,5,3570
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525840,2,4,190
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525840,2,4,2983
a1e693fb-bd8d-4259-80d2-9f3f240ee382,1461525840,15,2,192
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525847,9,2,144
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525866,15,2,1748
a1e693fb-bd8d-4259-80d2-9f3f240ee382,1461525873,2,2,96
a1e693fb-bd8d-4259-80d2-9f3f240ee382,1461525876,2,3,213
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525881,2,7,193356
a1e693fb-bd8d-4259-80d2-9f3f240ee382,1461525881,40,3,159
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525882,2,4,3522
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525885,2,4,190
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525886,14,3,2985
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525903,2,2,144
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525913,2,2,143
f62e12e7-e6df-463f-8fc5-a0efb8be30c5,1461525923,2,7,188234
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525923,2,3,3689
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525929,5,2,110
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525935,2,11,16
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525937,19,7,19
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525957,2,27,576038
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461525959,44,2,449
cbcb7271-ac66-4521-815c-1fd067966566,1461526047,17,3,155
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526052,38,2,341
cbcb7271-ac66-4521-815c-1fd067966566,1461526066,2,12,266897
cbcb7271-ac66-4521-815c-1fd067966566,1461526088,2,4,190
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526092,5,2,9423
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526104,4,2,333
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526109,8,4,428
cbcb7271-ac66-4521-815c-1fd067966566,1461526118,2,11,266666
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526118,4,2,207
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526132,4,8,12
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526139,7,2,6
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526146,2,35,767640
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526148,2,15,351351
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526151,2,15,375593
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526155,2,10,211340
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526157,4,3,78661
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526162,95,13,301359
5e8963f0-a759-4ca5-bde2-c9032fbc0ebf,1461526205,4,3,155
5e8963f0-a759-4ca5-bde2-c9032fbc0ebf,1461526211,2,12,265909
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526258,2,3,123
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526261,2,5,11
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526263,2,11,16
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526266,4,5,4
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526270,2,15,15
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526272,2,5,4
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526275,2,7,14
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526277,3,13,56
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526281,2,11,20
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526284,2,17,16
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526287,11,2,2
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526299,12,11,10
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526311,2,27,575760
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526314,73,2,107
5b1f8eb7-aeae-46d7-a02e-2da2f77c92aa,1461526355,2,3,192
5b1f8eb7-aeae-46d7-a02e-2da2f77c92aa,1461526357,3,9,192162
5b1f8eb7-aeae-46d7-a02e-2da2f77c92aa,1461526360,2,8,192984
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526387,2,26,548458
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526389,78,3,30401
829d6eaa-9efe-437e-8f38-5bdbff10861b,1461526440,5,3,155
829d6eaa-9efe-437e-8f38-5bdbff10861b,1461526446,35,9,192919
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526468,7,19,5658
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526518,58,5,238
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526531,16,3,240
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526547,5,5,123382
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526553,2,12,318600
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526571,2,4,152
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526573,2,4,190
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526577,3,3,9423
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526589,5,2,190
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526595,77,2,628
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526750,2,11,266372
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526750,4,3,633
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526849,12,18,38
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526861,2,15,18
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526863,3,3,55
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526867,2,4,64870
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526869,2,11,201214
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526893,3,6,5
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461526896,2,14,264340
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526913,44,6,568
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526958,13,3,11
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526974,5,5,3060
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461526982,80,2,0
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527063,2,7,24
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527065,2,9,26
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527067,2,6,5
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527070,6,16,15
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527082,47,2,0
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527132,2,3,16
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527135,8,3,3
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527143,2,16,27
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527146,5,5,13
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527152,9,3,2
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527168,3,27,576188
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527172,308,2,4115
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461527188,2,2,3806
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461527190,2,13,262300
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461527213,2,9,5
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461527216,2,4,3
b8d7074c-053d-41d5-8799-151d4d9a1b93,1461527218,2,13,262300
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527304,3,3,343
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527308,67,7,208
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527376,29,12,262324
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527412,2,6,97258
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527414,4,9,168597
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527418,2,9,6
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527421,2,15,263230
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527424,2,5,97
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527427,68,12,265186
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527490,151,12,4006
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527496,3,11,10
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527499,2,13,262300
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527506,2,12,21
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527509,3,7,6
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527512,2,13,262300
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527517,2,8,20
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527520,2,13,265280
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527610,3,3,12
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527613,2,13,262300
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527619,3,3,0
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527622,2,13,265240
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527629,2,6,5
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527632,2,15,262534
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527634,2,3,2
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527637,2,3,190
9413ae1c-b57d-417c-9703-bef6d06d6362,1461527640,2,11,265050
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461527748,412,2,440
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527787,6,3,76
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527795,2,11,11
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527801,8,12,200923
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527810,2,2,1
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527812,2,10,196772
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527819,2,2,0
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527823,2,14,46
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527828,2,5,5
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527830,4,9,9
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527834,2,4,3
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527837,2,3,190
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527839,3,11,260974
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527844,2,15,266244
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527868,3,8,8
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527872,4,10,49
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527877,2,5,4
4c423229-ec58-4671-a3ef-fd079d4c4596,1461527879,2,13,262946
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461528161,4,13,33
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461528166,3,19,15
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461528170,2,14,34
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461528172,2,20,19
96f3e806-0fee-4872-9079-18f6ce54b5ca,1461528174,2,19,41
