session-uid,start,duration,location,size
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673260,2,3,43
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673262,28,7,10
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673290,3,7,7
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673294,2,7,7
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673296,7,11,11
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673305,2,6,6
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673308,2,10,10
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673310,15,4,4
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673326,4,4,2
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673330,4,6,24
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673335,2,15,14
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673337,3,5,5
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673341,2,6,6
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673345,3,5,4
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673349,6,3,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673357,2,15,27
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673360,2,3,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673362,2,5,91
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673369,15,5,5
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673386,8,2,0
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673395,4,2,1
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673399,2,3,2
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673402,3,5,56
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673406,5,10,10
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673411,5,10,52
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673419,9,9,21
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673429,4,15,30
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673433,2,8,8
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673438,13,2,6
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673451,10,3,482
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673462,7,3,58
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673470,10,5,5
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673481,3,5,5
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673485,3,10,9
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673489,2,4,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673492,16,4,56
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673508,4,4,191
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673513,4,2,188
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673518,2,10,10
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673520,2,12,12
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673522,2,10,10
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673524,4,2,2
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673533,3,9,9
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673543,2,4,68
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673545,3,10,20
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673550,2,7,21
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673552,2,4,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673554,4,11,48
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673559,3,2,39
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673562,4,3,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673567,2,5,1
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673570,8,3,2
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673578,2,2,96
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673582,3,4,1290
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673594,21,3,849
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673617,2,5,17
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673619,2,6,8
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673622,2,14,29
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673625,2,3,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673627,2,7,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673630,2,2,1
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673632,2,7,7
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673634,2,14,14
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673637,6,4,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673644,2,10,88
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673647,2,9,9
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673653,2,2,1
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673656,2,2,96
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673660,6,2,243
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673666,3,3,1585
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673670,3,3,2144
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673682,4,2,848
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673715,2,3,96
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673718,3,3,542
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673722,14,3,108
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673736,2,3,96
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673740,2,3,4124
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673744,4,3,2437
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673749,15,6,8573
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673805,7,2,512
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673828,2,3,801
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673833,3,2,1
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673836,3,16,16
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673839,2,12,11
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673842,37,3,2
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673893,3,2,0
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673917,4,2,0
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673922,11,3,0
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673938,4,2,0
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673943,17,4,0
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673978,2,3,96
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673982,3,2,569
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673986,3,3,1373
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460673989,12,2,848
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674043,2,7,1633
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674049,2,6,440
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674052,2,3,661
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674056,36,2,1
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674094,2,3,123
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674104,2,3,96
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674108,6,2,243
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674114,3,3,1585
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674118,3,3,2144
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674127,7,2,848
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674143,7,2,0
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674300,125,3,3010
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674425,18,3,0
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674444,11,7,1582
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674456,25,3,713
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674484,8,2,1238
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674521,6,2,121
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674568,57,2,1325
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674627,2,16,24
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674629,2,8,9
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674633,3,7,16
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674636,2,4,49
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674639,2,2,9
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674649,3,14,14
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674653,2,5,5
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674655,6,6,6
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674661,5,9,63
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674667,2,7,6
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674670,2,9,7
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674674,2,6,17
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674679,13,2,9
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674693,3,6,17
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674697,2,5,7
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674699,3,3,15
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674703,2,6,30
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674705,2,5,6
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674708,3,3,20
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674712,9,5,22
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674722,4,10,51
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674732,2,3,54
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674737,8,3,18
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674752,3,2,0
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674760,34,5,22
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674794,18,4,7
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674813,10,6,7
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674823,3,3,20
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674863,20,3,8
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674902,12,3,28
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674942,6,5,10
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674955,6,5,6
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674962,4,7,21
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674967,2,13,30
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674969,2,9,29
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674973,2,6,6
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674976,2,5,15
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674979,3,3,60
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674982,3,2,59
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674986,2,3,5
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674989,2,12,4
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674991,2,7,25
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674996,2,12,29
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460674998,2,11,26
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675003,2,6,59
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675006,4,8,16
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675014,2,8,25
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675016,2,13,33
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675020,6,4,4
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675026,2,3,40
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675031,2,6,19
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675033,2,3,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675036,2,9,5
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675039,3,4,4
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675042,3,7,15
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675057,2,4,2
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675060,5,4,9
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675066,3,2,83
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675071,2,4,960
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675073,2,4,2658
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675078,8,2,1955
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675086,4,2,353
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675091,3,7,6
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675095,5,8,56
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675101,2,11,13
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675103,2,14,36
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675106,3,7,7
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675109,2,2,2
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675112,2,4,4
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675114,9,2,34
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675127,2,13,35
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675130,3,13,32
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675134,4,7,17
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675138,2,5,69
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675141,2,2,54
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675143,8,2,2
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675152,2,4,19
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675157,2,5,15
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675161,2,4,20
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675165,2,4,11
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675167,6,5,21
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675174,4,6,26
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675179,2,2,18
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675183,2,3,26
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675186,3,4,21
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675189,6,3,20
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675198,3,2,2
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675204,2,3,89
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675208,14,4,3756
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675226,3,2,2
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675230,2,12,12
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675233,4,4,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675238,2,2,43
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675241,4,3,43
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675246,5,6,1
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675251,4,4,4
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675256,2,10,31
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675258,6,12,290
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675265,2,2,259
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675268,8,13,235
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675280,4,2,927
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675285,3,2,705
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675289,5,15,15
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675296,2,3,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675298,5,3,714
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675304,4,4,2137
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675309,4,6,6
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675313,5,8,8
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675319,6,10,9
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675329,7,4,44
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675341,3,2,82
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675344,6,2,13
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675353,3,2,0
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675359,2,2,0
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675366,3,9,17
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675370,2,15,23
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675372,2,16,16
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675375,2,10,37
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675377,2,4,14
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675380,3,9,57
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675383,3,9,17
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675387,6,7,20
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675394,2,2,89
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675397,27,4,3433
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675425,2,2,139
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675428,2,13,13
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675431,2,5,1
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675433,2,19,31
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675436,2,18,18
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675438,25,15,14
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675464,2,12,34
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675467,2,9,24
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675469,2,5,5
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675471,2,5,5
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675474,3,7,29
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675493,18,3,16
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675512,3,3,143
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675516,3,5,228
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675519,5,8,11
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675528,2,2,11
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675533,2,2,7
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675538,4,6,5
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675543,2,2,83
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675546,3,7,3618
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675551,8,2,1604
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675560,19,2,1063
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675585,2,2,1
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675587,4,5,4
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675594,3,9,18
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675598,8,2,14
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675607,4,3,45
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675613,5,8,7
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675620,8,2,114
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675629,3,2,83
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675634,2,6,2015
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675637,3,3,3206
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675646,4,5,19
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675650,3,6,112
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675654,4,4,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675660,2,11,67
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675663,9,5,4
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675672,8,4,1
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675680,3,2,83
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675685,2,6,2015
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675688,3,3,3206
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675746,4,5,20
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675751,2,4,3
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675756,17,7,23
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675787,2,8,16
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675790,2,11,41
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675792,2,16,16
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675795,2,8,37
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675798,4,9,19
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675802,3,9,85
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675807,2,5,17
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675810,2,12,22
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675812,2,5,16
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675815,2,6,14
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675818,2,12,11
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675820,4,4,64
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675825,3,2,53
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675828,2,5,42
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675833,4,6,27
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675837,5,10,31
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675842,2,3,5
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675845,2,12,34
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675848,2,11,31
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675850,2,9,19
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675852,2,5,69
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675855,2,2,54
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675857,2,2,10
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675859,3,2,349
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675863,4,2,350
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675867,4,7,6
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675872,2,8,47
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675874,2,5,13
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675877,2,4,4
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675879,2,6,26
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675882,2,5,56
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675885,7,14,40
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675892,6,15,39
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675902,4,5,4
e5b3b30b-0d2c-4a7d-b172-7f0466c02b26,1460675909,5,2,2
